tool_name,neighbor_name,similarity,rank
getTrainSchedule,getTrainDetails,0.766157,3
getTrainSchedule,buyTrainTickets,0.708788,4
getTrainSchedule,getTrainTickets,0.700181,5
trackTrainLocation,getTrainDisruptions,0.901529,1
trackTrainLocation,getTrainSchedule,0.875127,2
trackTrainLocation,getTrainDetails,0.685785,3
trackTrainLocation,getTrainTickets,0.644963,4
trackTrainLocation,buyTrainTickets,0.628972,5
getTrainDisruptions,getTrainSchedule,0.923007,1
getTrainDisruptions,trackTrainLocation,0.901529,2
getTrainDisruptions,getTrainDetails,0.75408,3
getTrainDisruptions,getTrainTickets,0.725703,4
getTrainDisruptions,bookTrainTickets,0.686341,5
getQuestsByPlayer,getQuests,0.725426,1
getQuestsByPlayer,getTaskInfo,0.715191,2
getQuestsByPlayer,getPlayerScores,0.654842,3
getQuestsByPlayer,searchActivities,0.559492,4
getQuestsByPlayer,getItemInformation,0.537576,5
getRealTimeSchedule,planTrip,0.849247,1
getRealTimeSchedule,getServiceDisruptions,0.813001,2
getRealTimeSchedule,getNearbyStations,0.79439,3
getRealTimeSchedule,getBusRoutes,0.717227,4
getRealTimeSchedule,getBusTimetable,0.703039,5
getNearbyStations,planTrip,0.865932,1
getNearbyStations,getServiceDisruptions,0.819521,2
getNearbyStations,getRealTimeSchedule,0.79439,3
getNearbyStations,getBusRoutes,0.658238,4
getNearbyStations,getBusTimetable,0.614408,5
planTrip,getNearbyStations,0.865932,1
planTrip,getRealTimeSchedule,0.849247,2
planTrip,getServiceDisruptions,0.803793,3
planTrip,getBusRoutes,0.677699,4
planTrip,getBusTimetable,0.628981,5
getServiceDisruptions,getNearbyStations,0.819521,1
getServiceDisruptions,getRealTimeSchedule,0.813001,2
getServiceDisruptions,planTrip,0.803793,3
getServiceDisruptions,getBusRoutes,0.679134,4
getServiceDisruptions,getBusTimetable,0.642211,5
calculateSubnet,queryDNS,0.879424,1
calculateSubnet,generateHash,0.873399,2
calculateSubnet,convertBinary,0.846002,3
calculateSubnet,getDomainByIP,0.49978,4
calculateSubnet,getDomainIP,0.459391,5
queryDNS,calculateSubnet,0.879424,1
queryDNS,generateHash,0.84907,2
queryDNS,convertBinary,0.826409,3
queryDNS,getDomainIP,0.606353,4
queryDNS,getDomainByIP,0.561824,5
convertBinary,generateHash,0.857425,1
convertBinary,calculateSubnet,0.846002,2
convertBinary,queryDNS,0.826409,3
convertBinary,getDomainByIP,0.486103,4
convertBinary,enhanceIPData,0.453074,5
generateHash,calculateSubnet,0.873399,1
generateHash,convertBinary,0.857425,2
generateHash,queryDNS,0.84907,3
generateHash,getDomainByIP,0.500861,4
generateHash,retrieveHostDetails,0.453201,5
parseAddress,geocodeAddress,0.872368,1
parseAddress,autocompleteAddress,0.799181,2
parseAddress,reverseGeocodeCoordinates,0.678978,3
parseAddress,batchGeocodeAddresses,0.666781,4
parseAddress,getLocationByIP,0.655866,5
geocodeAddress,parseAddress,0.872368,1
geocodeAddress,autocompleteAddress,0.796781,2
geocodeAddress,batchGeocodeAddresses,0.756285,3
geocodeAddress,reverseGeocodeCoordinates,0.7028,4
geocodeAddress,addGeocode,0.698436,5
autocompleteAddress,parseAddress,0.799181,1
autocompleteAddress,geocodeAddress,0.796781,2
autocompleteAddress,suggestAddresses,0.711233,3
autocompleteAddress,addGeocode,0.628483,4
autocompleteAddress,batchGeocodeAddresses,0.628047,5
getFishBasicInfo,getFishPopulationStatus,0.84018,1
getFishBasicInfo,getFishNutritionInfo,0.821336,2
getFishBasicInfo,getFisheryNews,0.748689,3
getFishBasicInfo,getSpeciesDetails,0.565041,4
getFishBasicInfo,getTacoDetails,0.521631,5
getFishNutritionInfo,getFishPopulationStatus,0.834922,1
getFishNutritionInfo,getFishBasicInfo,0.821336,2
getFishNutritionInfo,getFisheryNews,0.70584,3
getFishNutritionInfo,createNutritionCalculator,0.541022,4
getFishNutritionInfo,searchFoodItems,0.52896,5
getFishPopulationStatus,getFishBasicInfo,0.84018,1
getFishPopulationStatus,getFishNutritionInfo,0.834922,2
getFishPopulationStatus,getFisheryNews,0.74091,3
getFishPopulationStatus,getSpeciesDetails,0.538402,4
getFishPopulationStatus,getEndangeredSpeciesList,0.512704,5
getFisheryNews,getFishBasicInfo,0.748689,1
getFisheryNews,getFishPopulationStatus,0.74091,2
getFisheryNews,getFishNutritionInfo,0.70584,3
getFisheryNews,getTrendingNews,0.562344,4
getFisheryNews,searchHistoricalNewspapers,0.541317,5
searchGlobalSecurities,retrieveSecurityInfo,0.764773,1
searchGlobalSecurities,updateSecurityRecord,0.677949,2
searchGlobalSecurities,getCompanyInfo,0.477503,3
searchGlobalSecurities,getLatestGlobalCases,0.459695,4
searchGlobalSecurities,getStockData,0.453463,5
retrieveSecurityInfo,updateSecurityRecord,0.836528,1
retrieveSecurityInfo,searchGlobalSecurities,0.764773,2
retrieveSecurityInfo,getProviderDetails,0.484947,3
retrieveSecurityInfo,retrieveCompanyInfo,0.468772,4
retrieveSecurityInfo,getTaxInfo,0.446442,5
updateSecurityRecord,retrieveSecurityInfo,0.836528,1
updateSecurityRecord,searchGlobalSecurities,0.677949,2
updateSecurityRecord,updateProviderInfo,0.509443,3
updateSecurityRecord,getProviderDetails,0.488995,4
updateSecurityRecord,updateTransaction,0.415034,5
getAirQualityData,getAirQuality,0.799153,1
getAirQualityData,getToxicReleaseInventory,0.787508,2
getAirQualityData,getComplianceHistory,0.739964,3
getAirQualityData,getHistoricalSensorData,0.702488,4
getAirQualityData,getRealtimeCityAQI,0.688673,5
getToxicReleaseInventory,getAirQualityData,0.787508,1
getToxicReleaseInventory,getComplianceHistory,0.775349,2
getToxicReleaseInventory,getAirQuality,0.567988,3
getToxicReleaseInventory,getHistoricalSensorData,0.55295,4
getToxicReleaseInventory,getHistoricalCityAQI,0.543527,5
getComplianceHistory,getToxicReleaseInventory,0.775349,1
getComplianceHistory,getAirQualityData,0.739964,2
getComplianceHistory,getHistoricalCityAQI,0.581358,3
getComplianceHistory,getHistoricalSensorData,0.567958,4
getComplianceHistory,getAirQuality,0.561947,5
getArtistMetadata,retrieveArtistInfo,0.833306,1
getArtistMetadata,getAlbumInfo,0.792582,2
getArtistMetadata,getTrackDetails,0.788384,3
getArtistMetadata,getArtistInfo,0.780286,4
getArtistMetadata,GetMusicTrackDetails,0.753063,5
searchJobs,applyForJob,0.825473,1
searchJobs,getJobDetails,0.802368,2
searchJobs,searchJobsInEuropeAndRemote,0.668776,3
searchJobs,saveSearchAndNotify,0.598706,4
searchJobs,locateStores,0.514406,5
getJobDetails,applyForJob,0.915678,1
getJobDetails,searchJobs,0.802368,2
getJobDetails,getJobDetailsById,0.689621,3
getJobDetails,trackJobApplication,0.638013,4
getJobDetails,getCompanyJob,0.607014,5
applyForJob,getJobDetails,0.915678,1
applyForJob,searchJobs,0.825473,2
applyForJob,searchJobsInEuropeAndRemote,0.607254,3
applyForJob,saveSearchAndNotify,0.594095,4
applyForJob,trackJobApplication,0.588854,5
calculateCarbonEmission,getDetailedReport,0.934312,1
calculateCarbonEmission,getReductionSuggestions,0.909036,2
calculateCarbonEmission,getToxicReleaseInventory,0.403237,3
calculateCarbonEmission,getComplianceHistory,0.399989,4
calculateCarbonEmission,getAirQualityData,0.394959,5
getReductionSuggestions,getDetailedReport,0.944115,1
getReductionSuggestions,calculateCarbonEmission,0.909036,2
getReductionSuggestions,subscribeThreatIntelligence,0.467888,3
getReductionSuggestions,checkReputation,0.444958,4
getReductionSuggestions,classifyEntity,0.437505,5
getDetailedReport,getReductionSuggestions,0.944115,1
getDetailedReport,calculateCarbonEmission,0.934312,2
getDetailedReport,subscribeThreatIntelligence,0.417145,3
getDetailedReport,getComplianceHistory,0.416161,4
getDetailedReport,getToxicReleaseInventory,0.404377,5
getLatestGlobalCases,getDailyNewCases,0.857797,1
getLatestGlobalCases,getTotalCasesSummary,0.792914,2
getLatestGlobalCases,getCasesByCountry,0.719841,3
getLatestGlobalCases,getCountryData,0.632408,4
getLatestGlobalCases,getStatisticsByAgeGroup,0.616023,5
getDailyNewCases,getLatestGlobalCases,0.857797,1
getDailyNewCases,getTotalCasesSummary,0.78437,2
getDailyNewCases,getCasesByCountry,0.736153,3
getDailyNewCases,getStatisticsByAgeGroup,0.627693,4
getDailyNewCases,getCountryData,0.617431,5
getTotalCasesSummary,getLatestGlobalCases,0.792914,1
getTotalCasesSummary,getDailyNewCases,0.78437,2
getTotalCasesSummary,getCasesByCountry,0.732271,3
getTotalCasesSummary,getCountryData,0.572875,4
getTotalCasesSummary,getStatisticsByAgeGroup,0.54816,5
GetArticleMetadata,RetrieveArXivArticleMetadata,0.839488,1
GetArticleMetadata,getFullText,0.781277,2
GetArticleMetadata,getArticleMetadata,0.682998,3
GetArticleMetadata,getArticleByAuthor,0.624354,4
GetArticleMetadata,searchAuthorsArticles,0.533076,5
getRandomAdvice,getAdviceById,0.80869,1
getRandomAdvice,getCustomAdvice,0.778782,2
getRandomAdvice,getAdviceByDate,0.697956,3
getRandomAdvice,searchAdviceByKeyword,0.649729,4
getRandomAdvice,getRandomActivity,0.552401,5
getCustomAdvice,getAdviceById,0.822668,1
getCustomAdvice,getRandomAdvice,0.778782,2
getCustomAdvice,getAdviceByDate,0.736975,3
getCustomAdvice,searchAdviceByKeyword,0.701608,4
getCustomAdvice,generateParagraphsWithOptions,0.491604,5
searchAdviceByKeyword,getAdviceById,0.799852,1
searchAdviceByKeyword,getAdviceByDate,0.711847,2
searchAdviceByKeyword,getCustomAdvice,0.701608,3
searchAdviceByKeyword,getRandomAdvice,0.649729,4
searchAdviceByKeyword,searchTacos,0.527156,5
getAdviceById,getAdviceByDate,0.849799,1
getAdviceById,getCustomAdvice,0.822668,2
getAdviceById,getRandomAdvice,0.80869,3
getAdviceById,searchAdviceByKeyword,0.799852,4
getAdviceById,applyBranding,0.447566,5
getAdviceByDate,getAdviceById,0.849799,1
getAdviceByDate,getCustomAdvice,0.736975,2
getAdviceByDate,searchAdviceByKeyword,0.711847,3
getAdviceByDate,getRandomAdvice,0.697956,4
getAdviceByDate,generateRandomDate,0.493533,5
getProvinces,getLocationDetails,0.847705,1
getProvinces,getDistrictsByProvince,0.833124,2
getProvinces,searchLocation,0.80094,3
getProvinces,getStreetsByDistrict,0.718134,4
getProvinces,getCountryDivisions,0.655741,5
getDistrictsByProvince,getStreetsByDistrict,0.855704,1
getDistrictsByProvince,getProvinces,0.833124,2
getDistrictsByProvince,getLocationDetails,0.830473,3
getDistrictsByProvince,searchLocation,0.794745,4
getDistrictsByProvince,getDivisionDetails,0.683443,5
searchLocation,getLocationDetails,0.876508,1
searchLocation,getProvinces,0.80094,2
searchLocation,getDistrictsByProvince,0.794745,3
searchLocation,getStreetsByDistrict,0.757039,4
searchLocation,searchDivisions,0.63512,5
getLocationDetails,searchLocation,0.876508,1
getLocationDetails,getProvinces,0.847705,2
getLocationDetails,getDistrictsByProvince,0.830473,3
getLocationDetails,getStreetsByDistrict,0.806887,4
getLocationDetails,getChapterLocations,0.551599,5
getStreetsByDistrict,getDistrictsByProvince,0.855704,1
getStreetsByDistrict,getLocationDetails,0.806887,2
getStreetsByDistrict,searchLocation,0.757039,3
getStreetsByDistrict,getProvinces,0.718134,4
getStreetsByDistrict,getDivisionDetails,0.574754,5
getDirections,getIsochrones,0.778845,1
getDirections,calculateRoute,0.664378,2
getDirections,getRoute,0.663821,3
getDirections,LatLonToLocation,0.658398,4
getDirections,ReverseGeocoding,0.64924,5
searchPOI,getIsochrones,0.679314,1
searchPOI,getDirections,0.597636,2
searchPOI,getTrafficInfo,0.585048,3
searchPOI,reverseGeocode,0.54347,4
searchPOI,searchLocations,0.540108,5
getIsochrones,getDirections,0.778845,1
getIsochrones,searchPOI,0.679314,2
getIsochrones,LatLonToLocation,0.631784,3
getIsochrones,getTrafficInfo,0.610947,4
getIsochrones,calculateRoute,0.610685,5
getLatestRates,manageCurrencyConversion,0.861603,1
getLatestRates,listCurrencies,0.849136,2
getLatestRates,getHistoricalRates,0.79477,3
getLatestRates,getExchangeRate,0.791369,4
getLatestRates,getAllExchangeRates,0.788062,5
listCurrencies,manageCurrencyConversion,0.868999,1
listCurrencies,getLatestRates,0.849136,2
listCurrencies,getExchangeTrends,0.730491,3
listCurrencies,getHistoricalRates,0.726829,4
listCurrencies,getSupportedCurrencies,0.726527,5
manageCurrencyConversion,listCurrencies,0.868999,1
manageCurrencyConversion,getLatestRates,0.861603,2
manageCurrencyConversion,getHistoricalRates,0.754236,3
manageCurrencyConversion,getExchangeRate,0.723892,4
manageCurrencyConversion,getExchangeTrends,0.718,5
estimateAgeByCountry,estimateAgeByName,0.964927,1
estimateAgeByCountry,estimateAgeWithProbability,0.910384,2
estimateAgeByCountry,estimateAgeForMultipleNames,0.889746,3
estimateAgeByCountry,getAgeDistribution,0.888706,4
estimateAgeByCountry,getDutchPopulationStatistics,0.556003,5
estimateAgeByName,estimateAgeByCountry,0.964927,1
estimateAgeByName,estimateAgeWithProbability,0.928415,2
estimateAgeByName,estimateAgeForMultipleNames,0.921645,3
estimateAgeByName,getAgeDistribution,0.915627,4
estimateAgeByName,getDutchPopulationStatistics,0.519086,5
estimateAgeForMultipleNames,estimateAgeByName,0.921645,1
estimateAgeForMultipleNames,estimateAgeByCountry,0.889746,2
estimateAgeForMultipleNames,getAgeDistribution,0.877156,3
estimateAgeForMultipleNames,estimateAgeWithProbability,0.872042,4
estimateAgeForMultipleNames,getStatisticsByAgeGroup,0.512002,5
estimateAgeWithProbability,estimateAgeByName,0.928415,1
estimateAgeWithProbability,getAgeDistribution,0.910651,2
estimateAgeWithProbability,estimateAgeByCountry,0.910384,3
estimateAgeWithProbability,estimateAgeForMultipleNames,0.872042,4
estimateAgeWithProbability,getStatisticsByAgeGroup,0.495449,5
getAgeDistribution,estimateAgeByName,0.915627,1
getAgeDistribution,estimateAgeWithProbability,0.910651,2
getAgeDistribution,estimateAgeByCountry,0.888706,3
getAgeDistribution,estimateAgeForMultipleNames,0.877156,4
getAgeDistribution,getStatisticsByAgeGroup,0.530482,5
getStatisticsByAgeGroup,getCasesByCountry,0.77995,1
getStatisticsByAgeGroup,getCountryData,0.694822,2
getStatisticsByAgeGroup,getInfluenzaData,0.68135,3
getStatisticsByAgeGroup,getGlobalStats,0.669175,4
getStatisticsByAgeGroup,getCurrentCovidStats,0.668959,5
getCurrentCovidStats,getCovidHistoryData,0.869209,1
getCurrentCovidStats,getCountryData,0.835967,2
getCurrentCovidStats,getInfluenzaData,0.777941,3
getCurrentCovidStats,getGlobalStats,0.776551,4
getCurrentCovidStats,getCasesByCountry,0.746455,5
getCovidHistoryData,getCurrentCovidStats,0.869209,1
getCovidHistoryData,getInfluenzaData,0.86263,2
getCovidHistoryData,getCountryData,0.802708,3
getCovidHistoryData,getCasesByCountry,0.708899,4
getCovidHistoryData,getGlobalStats,0.698863,5
getInfluenzaData,getCovidHistoryData,0.86263,1
getInfluenzaData,getCurrentCovidStats,0.777941,2
getInfluenzaData,getCountryData,0.717403,3
getInfluenzaData,getGlobalStats,0.687052,4
getInfluenzaData,getStatisticsByAgeGroup,0.68135,5
getBusRoutes,getTrafficData,0.90566,1
getBusRoutes,getParkingAvailability,0.800971,2
getBusRoutes,getRealTimeSchedule,0.717227,3
getBusRoutes,getBusTimetable,0.679228,4
getBusRoutes,getServiceDisruptions,0.679134,5
getParkingAvailability,getBusRoutes,0.800971,1
getParkingAvailability,getTrafficData,0.793372,2
getParkingAvailability,getParkingInfo,0.675408,3
getParkingAvailability,getNearbyStations,0.557654,4
getParkingAvailability,getTransportInfo,0.537683,5
getTrafficData,getBusRoutes,0.90566,1
getTrafficData,getParkingAvailability,0.793372,2
getTrafficData,getRealTimeSchedule,0.633658,3
getTrafficData,planTrip,0.618128,4
getTrafficData,getNearbyStations,0.6065,5
searchHistoricalNewspapers,retrieveMetadata,0.879372,1
searchHistoricalNewspapers,getFullTextAndImageData,0.815232,2
searchHistoricalNewspapers,getHeadlines,0.676394,3
searchHistoricalNewspapers,filterArticlesBySource,0.661994,4
searchHistoricalNewspapers,getHeadlinesByDate,0.626614,5
retrieveMetadata,getFullTextAndImageData,0.889018,1
retrieveMetadata,searchHistoricalNewspapers,0.879372,2
retrieveMetadata,getArticleMetadata,0.626115,3
retrieveMetadata,getHeadlines,0.62034,4
retrieveMetadata,filterArticlesBySource,0.611205,5
getFullTextAndImageData,retrieveMetadata,0.889018,1
getFullTextAndImageData,searchHistoricalNewspapers,0.815232,2
getFullTextAndImageData,getHeadlines,0.567078,3
getFullTextAndImageData,getArticleMetadata,0.551171,4
getFullTextAndImageData,getFullText,0.534811,5
getCasesByCountry,getStatisticsByAgeGroup,0.77995,1
getCasesByCountry,getCountryData,0.758025,2
getCasesByCountry,getCurrentCovidStats,0.746455,3
getCasesByCountry,getDailyNewCases,0.736153,4
getCasesByCountry,getTotalCasesSummary,0.732271,5
getGeoLocation,getCoordinates,0.945364,1
getGeoLocation,getRegionInfo,0.91885,2
getGeoLocation,getTimeZone,0.918511,3
getGeoLocation,getCountryInfo,0.894133,4
getGeoLocation,getLocationByIP,0.755101,5
getCoordinates,getGeoLocation,0.945364,1
getCoordinates,getTimeZone,0.937428,2
getCoordinates,getRegionInfo,0.913408,3
getCoordinates,getCountryInfo,0.903577,4
getCoordinates,getLocationByIP,0.694373,5
getTimeZone,getCoordinates,0.937428,1
getTimeZone,getRegionInfo,0.927776,2
getTimeZone,getGeoLocation,0.918511,3
getTimeZone,getCountryInfo,0.893974,4
getTimeZone,getLocationByIP,0.714028,5
getCountryInfo,getRegionInfo,0.934864,1
getCountryInfo,getCoordinates,0.903577,2
getCountryInfo,getGeoLocation,0.894133,3
getCountryInfo,getTimeZone,0.893974,4
getCountryInfo,getLocationByIP,0.742076,5
getRegionInfo,getCountryInfo,0.934864,1
getRegionInfo,getTimeZone,0.927776,2
getRegionInfo,getGeoLocation,0.91885,3
getRegionInfo,getCoordinates,0.913408,4
getRegionInfo,getLocationByIP,0.736297,5
batchGeocodeAddresses,geocodeAddress,0.756285,1
batchGeocodeAddresses,addGeocode,0.705244,2
batchGeocodeAddresses,reverseGeocodeCoordinates,0.684933,3
batchGeocodeAddresses,parseAddress,0.666781,4
batchGeocodeAddresses,validateAddress,0.635578,5
reverseGeocodeCoordinates,reverseGeocode,0.740896,1
reverseGeocodeCoordinates,ReverseGeocoding,0.736112,2
reverseGeocodeCoordinates,geocodeAddress,0.7028,3
reverseGeocodeCoordinates,batchGeocodeAddresses,0.684933,4
reverseGeocodeCoordinates,parseAddress,0.678978,5
customizeDomain,expandUrl,0.883513,1
customizeDomain,generateSecureString,0.847445,2
customizeDomain,createShortUrl,0.701791,3
customizeDomain,shortenUrl,0.700289,4
customizeDomain,generateShortUrl,0.685172,5
expandUrl,customizeDomain,0.883513,1
expandUrl,generateSecureString,0.876551,2
expandUrl,shortenUrl,0.690725,3
expandUrl,organizeCampaign,0.669471,4
expandUrl,retrieveOriginalUrl,0.664182,5
generateSecureString,expandUrl,0.876551,1
generateSecureString,customizeDomain,0.847445,2
generateSecureString,shortenUrl,0.632756,3
generateSecureString,generateShortUrl,0.614764,4
generateSecureString,createShortLink,0.607563,5
getAstronomyData,getHistoricalWeather,0.813175,1
getAstronomyData,retrieveAstronomicalInfo,0.748038,2
getAstronomyData,getSunriseSunset,0.704809,3
getAstronomyData,getGeolocationData,0.701814,4
getAstronomyData,getForecastData,0.692323,5
getGeolocationData,getCurrentWeather,0.784654,1
getGeolocationData,getLocationWeatherDetails,0.752526,2
getGeolocationData,getHistoricalWeather,0.720093,3
getGeolocationData,getAstronomyData,0.701814,4
getGeolocationData,getGeoLocation,0.672651,5
getHistoricalWeather,getAstronomyData,0.813175,1
getHistoricalWeather,getHistoricalCity,0.759026,2
getHistoricalWeather,getLocationWeatherDetails,0.755398,3
getHistoricalWeather,getCurrentWeather,0.753878,4
getHistoricalWeather,getRealtimeCity,0.72829,5
calculateRoute,getRoute,0.755301,1
calculateRoute,ReverseGeocoding,0.75285,2
calculateRoute,LatLonToLocation,0.713813,3
calculateRoute,geocode,0.687157,4
calculateRoute,reverseGeocode,0.666718,5
ReverseGeocoding,reverseGeocode,0.771916,1
ReverseGeocoding,calculateRoute,0.75285,2
ReverseGeocoding,LatLonToLocation,0.747565,3
ReverseGeocoding,reverseGeocodeCoordinates,0.736112,4
ReverseGeocoding,getRoute,0.666046,5
getGIFDetails,getTrendingGIFs,0.851784,1
getGIFDetails,randomGIF,0.826263,2
getGIFDetails,searchGIFs,0.765397,3
getGIFDetails,getWaifuDetails,0.626782,4
getGIFDetails,getPhotoDetails,0.522551,5
getTrendingGIFs,getGIFDetails,0.851784,1
getTrendingGIFs,randomGIF,0.844512,2
getTrendingGIFs,searchGIFs,0.761766,3
getTrendingGIFs,getWaifuImages,0.49007,4
getTrendingGIFs,getWaifuDetails,0.465585,5
randomGIF,getTrendingGIFs,0.844512,1
randomGIF,getGIFDetails,0.826263,2
randomGIF,searchGIFs,0.78196,3
randomGIF,getRandomPhoto,0.507872,4
randomGIF,createWaifuCollage,0.477035,5
searchGIFs,randomGIF,0.78196,1
searchGIFs,getGIFDetails,0.765397,2
searchGIFs,getTrendingGIFs,0.761766,3
searchGIFs,searchPhotos,0.585798,4
searchGIFs,getWaifuImages,0.573675,5
checkUrlsSafety,getUrlThreatDetails,0.830828,1
checkUrlsSafety,checkUrlSafety,0.818999,2
checkUrlsSafety,checkReputation,0.583426,3
checkUrlsSafety,reportSuspiciousActivity,0.582665,4
checkUrlsSafety,classifyEntity,0.525792,5
getCompanyProfile,trackJobApplication,0.784285,1
getCompanyProfile,searchJobsInEuropeAndRemote,0.784154,2
getCompanyProfile,saveSearchAndNotify,0.776826,3
getCompanyProfile,getCompanyInfo,0.643866,4
getCompanyProfile,getCompanyJob,0.611202,5
saveSearchAndNotify,searchJobsInEuropeAndRemote,0.833552,1
saveSearchAndNotify,trackJobApplication,0.813015,2
saveSearchAndNotify,getCompanyProfile,0.776826,3
saveSearchAndNotify,searchJobs,0.598706,4
saveSearchAndNotify,getJobDetails,0.597638,5
trackJobApplication,saveSearchAndNotify,0.813015,1
trackJobApplication,searchJobsInEuropeAndRemote,0.797352,2
trackJobApplication,getCompanyProfile,0.784285,3
trackJobApplication,getJobDetailsById,0.643179,4
trackJobApplication,getJobDetails,0.638013,5
searchJobsInEuropeAndRemote,saveSearchAndNotify,0.833552,1
searchJobsInEuropeAndRemote,trackJobApplication,0.797352,2
searchJobsInEuropeAndRemote,getCompanyProfile,0.784154,3
searchJobsInEuropeAndRemote,searchJobs,0.668776,4
searchJobsInEuropeAndRemote,applyForJob,0.607254,5
getChatRooms,getMessages,0.925195,1
getChatRooms,getUserActivity,0.895618,2
getChatRooms,sendMessage,0.878818,3
getChatRooms,authenticateUser,0.860414,4
getChatRooms,getFriendsList,0.408901,5
getMessages,getChatRooms,0.925195,1
getMessages,sendMessage,0.914401,2
getMessages,getUserActivity,0.885903,3
getMessages,authenticateUser,0.802368,4
getMessages,getFriendsList,0.381946,5
sendMessage,getMessages,0.914401,1
sendMessage,getChatRooms,0.878818,2
sendMessage,getUserActivity,0.876556,3
sendMessage,authenticateUser,0.831298,4
sendMessage,postTweet,0.437804,5
getUserActivity,getChatRooms,0.895618,1
getUserActivity,getMessages,0.885903,2
getUserActivity,sendMessage,0.876556,3
getUserActivity,authenticateUser,0.829229,4
getUserActivity,postTweet,0.402516,5
authenticateUser,getChatRooms,0.860414,1
authenticateUser,sendMessage,0.831298,2
authenticateUser,getUserActivity,0.829229,3
authenticateUser,getMessages,0.802368,4
authenticateUser,manageUsers,0.444106,5
getMarketData,getTradeHistory,0.831739,1
getMarketData,getTradingSignals,0.692774,2
getMarketData,getAccountBalance,0.677669,3
getMarketData,getRealTimeCryptoData,0.666175,4
getMarketData,manageAPIKeys,0.659197,5
getAccountBalance,getTradeHistory,0.752384,1
getAccountBalance,getMarketData,0.677669,2
getAccountBalance,manageAPIKeys,0.666952,3
getAccountBalance,getAccountInfo,0.528535,4
getAccountBalance,GetTransactionHistory,0.515949,5
getTradeHistory,getMarketData,0.831739,1
getTradeHistory,getAccountBalance,0.752384,2
getTradeHistory,manageAPIKeys,0.728699,3
getTradeHistory,GetTransactionHistory,0.693338,4
getTradeHistory,getTradingSignals,0.607582,5
manageAPIKeys,getTradeHistory,0.728699,1
manageAPIKeys,getAccountBalance,0.666952,2
manageAPIKeys,getMarketData,0.659197,3
manageAPIKeys,performGameAction,0.525935,4
manageAPIKeys,cancelOrder,0.523265,5
getWordDefinitions,translateWord,0.841734,1
getWordDefinitions,getWordDefinition,0.828099,2
getWordDefinitions,getSynonymsAntonyms,0.82122,3
getWordDefinitions,getWordPronunciations,0.791417,4
getWordDefinitions,getWordPartOfSpeech,0.767912,5
getWordPronunciations,getWordPronunciation,0.872169,1
getWordPronunciations,getWordDefinitions,0.791417,2
getWordPronunciations,translateWord,0.752757,3
getWordPronunciations,getSynonymsAntonyms,0.739103,4
getWordPronunciations,getWordPartOfSpeech,0.664673,5
getSynonymsAntonyms,getWordDefinitions,0.82122,1
getSynonymsAntonyms,getWordSynonyms,0.760039,2
getSynonymsAntonyms,translateWord,0.757691,3
getSynonymsAntonyms,getWordDefinition,0.7561,4
getSynonymsAntonyms,getWordExamples,0.753622,5
translateWord,getWordDefinitions,0.841734,1
translateWord,getSynonymsAntonyms,0.757691,2
translateWord,getWordPronunciations,0.752757,3
translateWord,getWordPartOfSpeech,0.685083,4
translateWord,getWordDefinition,0.677183,5
getWordUsageHistory,getWordDefinitions,0.741118,1
getWordUsageHistory,getWordDefinition,0.651005,2
getWordUsageHistory,getWordPartOfSpeech,0.635686,3
getWordUsageHistory,getSynonymsAntonyms,0.62935,4
getWordUsageHistory,getWordExamples,0.608725,5
getDomainIP,getDomainMailServers,0.901772,1
getDomainIP,getDomainNameServers,0.89122,2
getDomainIP,retrieveHostDetails,0.6759,3
getDomainIP,getIpLocation,0.615578,4
getDomainIP,getDomainByIP,0.61158,5
getDomainMailServers,getDomainNameServers,0.920203,1
getDomainMailServers,getDomainIP,0.901772,2
getDomainMailServers,retrieveHostDetails,0.602716,3
getDomainMailServers,getIpLocation,0.597053,4
getDomainMailServers,getDomainByIP,0.521103,5
getDomainNameServers,getDomainMailServers,0.920203,1
getDomainNameServers,getDomainIP,0.89122,2
getDomainNameServers,retrieveHostDetails,0.652284,3
getDomainNameServers,getIpLocation,0.582813,4
getDomainNameServers,queryDNS,0.554862,5
convertToWGS84,batchConvertToWGS84,0.828201,1
convertToWGS84,reverseGeocodeToOSGB36,0.785339,2
convertToWGS84,getGeolocationData,0.569684,3
convertToWGS84,getRealtimeWeather,0.507533,4
convertToWGS84,LatLonToLocation,0.504787,5
reverseGeocodeToOSGB36,convertToWGS84,0.785339,1
reverseGeocodeToOSGB36,batchConvertToWGS84,0.719856,2
reverseGeocodeToOSGB36,reverseGeocodeCoordinates,0.614202,3
reverseGeocodeToOSGB36,geocodeAddress,0.561644,4
reverseGeocodeToOSGB36,getGeolocationData,0.542315,5
batchConvertToWGS84,convertToWGS84,0.828201,1
batchConvertToWGS84,reverseGeocodeToOSGB36,0.719856,2
batchConvertToWGS84,batchGeocodeAddresses,0.547482,3
batchConvertToWGS84,getGeolocationData,0.511785,4
batchConvertToWGS84,geocodeAddress,0.506873,5
getDatasetDetails,getDatasetDetailsByAuthor,0.924032,1
getDatasetDetails,updateUserProfile,0.762354,2
getDatasetDetails,getDatasetMetadata,0.630227,3
getDatasetDetails,getLatestDatasets,0.542424,4
getDatasetDetails,getLatestUpdates,0.517714,5
getDatasetDetailsByAuthor,getDatasetDetails,0.924032,1
getDatasetDetailsByAuthor,updateUserProfile,0.756076,2
getDatasetDetailsByAuthor,getDatasetMetadata,0.55598,3
